source,date,mmdd,month,day,weekday,value,abundance,description
watershed_wq_fecal_coliform,2024-10-05,10-05,October,5,Saturday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
dog_bites,2024-10-05,10-05,October,5,Saturday,9.0,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_plankton,2024-10-05,10-05,October,5,Saturday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-10-05,10-05,October,5,Saturday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-10-05,10-05,October,5,Saturday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
ferry_ridership,2024-10-05,10-05,October,5,Saturday,36518.0,Very High,Number of NYC Ferry boardings
watershed_wq_total_phosphorus,2024-10-05,10-05,October,5,Saturday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_unsanitary,2024-10-05,10-05,October,5,Saturday,173.0,Very Low,Number of unsanitary condition complaints to 311
watershed_wq_total_plankton,2024-10-06,10-06,October,6,Sunday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-10-06,10-06,October,6,Sunday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
arrests,2024-10-06,10-06,October,6,Sunday,552.0,Very Low,Number of NYPD arrests
ferry_ridership,2024-10-06,10-06,October,6,Sunday,29832.0,Very High,Number of NYC Ferry boardings
311_street_condition,2024-10-06,10-06,October,6,Sunday,102.0,Very Low,Number of street condition complaints to 311
311_heat_hotwater,2024-10-06,10-06,October,6,Sunday,142.0,Low,Number of heat and hot water complaints to 311
dog_bites,2024-10-06,10-06,October,6,Sunday,14.0,High,Number of dog bite incidents reported to DOHMH
watershed_wq_ph,2024-10-06,10-06,October,6,Sunday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-10-06,10-06,October,6,Sunday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_dhs,2024-10-06,10-06,October,6,Sunday,190.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_fecal_coliform,2024-10-06,10-06,October,6,Sunday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-10-06,10-06,October,6,Sunday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-10-06,10-06,October,6,Sunday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_noise_street,2024-10-06,10-06,October,6,Sunday,1164.0,Very High,Number of street and sidewalk noise complaints to 311
311_unsanitary,2024-10-06,10-06,October,6,Sunday,244.0,Low,Number of unsanitary condition complaints to 311
watershed_wq_temperature,2024-10-06,10-06,October,6,Sunday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
dog_bites,2024-10-07,10-07,October,7,Monday,12.0,Medium,Number of dog bite incidents reported to DOHMH
311_dhs,2024-10-07,10-07,October,7,Monday,218.0,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_phosphorus,2024-10-07,10-07,October,7,Monday,10.0,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_unsanitary,2024-10-07,10-07,October,7,Monday,515.0,Very High,Number of unsanitary condition complaints to 311
watershed_wq_total_nitrogen,2024-10-07,10-07,October,7,Monday,0.25,Medium,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,2024-10-07,10-07,October,7,Monday,413.0,Medium,Number of street and sidewalk noise complaints to 311
watershed_wq_dissolved_oxygen,2024-10-07,10-07,October,7,Monday,5.0,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-10-07,10-07,October,7,Monday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-10-07,10-07,October,7,Monday,0.99,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-10-07,10-07,October,7,Monday,15.5,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-10-07,10-07,October,7,Monday,6.65,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_street_condition,2024-10-07,10-07,October,7,Monday,186.0,Medium,Number of street condition complaints to 311
ferry_ridership,2024-10-07,10-07,October,7,Monday,18733.0,Medium,Number of NYC Ferry boardings
311_heat_hotwater,2024-10-07,10-07,October,7,Monday,185.0,Medium,Number of heat and hot water complaints to 311
watershed_wq_total_plankton,2024-10-07,10-07,October,7,Monday,230.0,Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
arrests,2024-10-07,10-07,October,7,Monday,530.0,Very Low,Number of NYPD arrests
311_dhs,2024-10-08,10-08,October,8,Tuesday,214.0,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_phosphorus,2024-10-08,10-08,October,8,Tuesday,16.5,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_noise_street,2024-10-08,10-08,October,8,Tuesday,356.0,Medium,Number of street and sidewalk noise complaints to 311
watershed_wq_total_nitrogen,2024-10-08,10-08,October,8,Tuesday,0.235,Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,2024-10-08,10-08,October,8,Tuesday,21247.0,Medium,Number of NYC Ferry boardings
dog_bites,2024-10-08,10-08,October,8,Tuesday,10.0,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_turbidity,2024-10-08,10-08,October,8,Tuesday,2.8,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-10-08,10-08,October,8,Tuesday,660.0,High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-10-08,10-08,October,8,Tuesday,7.300000000000001,Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,2024-10-08,10-08,October,8,Tuesday,165.0,Low,Number of street condition complaints to 311
311_unsanitary,2024-10-08,10-08,October,8,Tuesday,379.0,High,Number of unsanitary condition complaints to 311
arrests,2024-10-08,10-08,October,8,Tuesday,781.0,High,Number of NYPD arrests
watershed_wq_fecal_coliform,2024-10-08,10-08,October,8,Tuesday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-10-08,10-08,October,8,Tuesday,18.9,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-10-08,10-08,October,8,Tuesday,7.0600000000000005,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-10-08,10-08,October,8,Tuesday,277.0,Medium,Number of heat and hot water complaints to 311
watershed_wq_dissolved_oxygen,2024-10-09,10-09,October,9,Wednesday,6.9,Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
dog_bites,2024-10-09,10-09,October,9,Wednesday,13.0,High,Number of dog bite incidents reported to DOHMH
watershed_wq_total_phosphorus,2024-10-09,10-09,October,9,Wednesday,22.0,High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
arrests,2024-10-09,10-09,October,9,Wednesday,939.0,Very High,Number of NYPD arrests
watershed_wq_ph,2024-10-09,10-09,October,9,Wednesday,7.595000000000001,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-10-09,10-09,October,9,Wednesday,20.0,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
ferry_ridership,2024-10-09,10-09,October,9,Wednesday,21445.0,Medium,Number of NYC Ferry boardings
watershed_wq_turbidity,2024-10-09,10-09,October,9,Wednesday,1.3,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-10-09,10-09,October,9,Wednesday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_unsanitary,2024-10-09,10-09,October,9,Wednesday,349.0,Medium,Number of unsanitary condition complaints to 311
311_street_condition,2024-10-09,10-09,October,9,Wednesday,163.0,Low,Number of street condition complaints to 311
watershed_wq_total_plankton,2024-10-09,10-09,October,9,Wednesday,83.0,Very Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-10-09,10-09,October,9,Wednesday,318.0,Medium,Number of heat and hot water complaints to 311
311_dhs,2024-10-09,10-09,October,9,Wednesday,237.0,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_nitrogen,2024-10-09,10-09,October,9,Wednesday,0.36,Very High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,2024-10-09,10-09,October,9,Wednesday,373.0,Medium,Number of street and sidewalk noise complaints to 311
311_dhs,2024-10-10,10-10,October,10,Thursday,210.0,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
arrests,2024-10-10,10-10,October,10,Thursday,857.0,Very High,Number of NYPD arrests
watershed_wq_total_plankton,2024-10-10,10-10,October,10,Thursday,1200.0,Very High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-10-10,10-10,October,10,Thursday,0.28,Medium,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,2024-10-10,10-10,October,10,Thursday,139.0,Low,Number of street condition complaints to 311
311_unsanitary,2024-10-10,10-10,October,10,Thursday,350.0,Medium,Number of unsanitary condition complaints to 311
dog_bites,2024-10-10,10-10,October,10,Thursday,7.0,Very Low,Number of dog bite incidents reported to DOHMH
311_noise_street,2024-10-10,10-10,October,10,Thursday,252.0,Low,Number of street and sidewalk noise complaints to 311
watershed_wq_dissolved_oxygen,2024-10-10,10-10,October,10,Thursday,7.75,Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-10-10,10-10,October,10,Thursday,7.13,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-10-10,10-10,October,10,Thursday,18.5,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-10-10,10-10,October,10,Thursday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-10-10,10-10,October,10,Thursday,2.4,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-10-10,10-10,October,10,Thursday,22.5,High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
ferry_ridership,2024-10-10,10-10,October,10,Thursday,19657.0,Medium,Number of NYC Ferry boardings
311_heat_hotwater,2024-10-10,10-10,October,10,Thursday,853.0,High,Number of heat and hot water complaints to 311
watershed_wq_ph,2024-10-11,10-11,October,11,Friday,7.1,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
311_noise_street,2024-10-11,10-11,October,11,Friday,575.0,High,Number of street and sidewalk noise complaints to 311
watershed_wq_total_phosphorus,2024-10-11,10-11,October,11,Friday,17.0,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-10-11,10-11,October,11,Friday,856.0,High,Number of heat and hot water complaints to 311
311_street_condition,2024-10-11,10-11,October,11,Friday,122.0,Low,Number of street condition complaints to 311
arrests,2024-10-11,10-11,October,11,Friday,768.0,High,Number of NYPD arrests
watershed_wq_dissolved_oxygen,2024-10-11,10-11,October,11,Friday,5.1,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-10-11,10-11,October,11,Friday,1700.0,Very High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-10-11,10-11,October,11,Friday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_unsanitary,2024-10-11,10-11,October,11,Friday,346.0,Medium,Number of unsanitary condition complaints to 311
dog_bites,2024-10-11,10-11,October,11,Friday,6.0,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_fecal_coliform,2024-10-11,10-11,October,11,Friday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-10-11,10-11,October,11,Friday,20769.0,Medium,Number of NYC Ferry boardings
311_dhs,2024-10-11,10-11,October,11,Friday,198.0,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_turbidity,2024-10-11,10-11,October,11,Friday,0.81,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-10-11,10-11,October,11,Friday,10.2,Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-10-12,10-12,October,12,Saturday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-10-12,10-12,October,12,Saturday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
ferry_ridership,2024-10-12,10-12,October,12,Saturday,34560.0,Very High,Number of NYC Ferry boardings
311_unsanitary,2024-10-12,10-12,October,12,Saturday,178.0,Very Low,Number of unsanitary condition complaints to 311
311_heat_hotwater,2024-10-12,10-12,October,12,Saturday,288.0,Medium,Number of heat and hot water complaints to 311
watershed_wq_ph,2024-10-12,10-12,October,12,Saturday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
311_dhs,2024-10-12,10-12,October,12,Saturday,176.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,2024-10-12,10-12,October,12,Saturday,979.0,Very High,Number of street and sidewalk noise complaints to 311
311_street_condition,2024-10-12,10-12,October,12,Saturday,83.0,Very Low,Number of street condition complaints to 311
watershed_wq_total_nitrogen,2024-10-12,10-12,October,12,Saturday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
arrests,2024-10-12,10-12,October,12,Saturday,650.0,Low,Number of NYPD arrests
watershed_wq_total_phosphorus,2024-10-12,10-12,October,12,Saturday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-10-12,10-12,October,12,Saturday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-10-12,10-12,October,12,Saturday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-10-12,10-12,October,12,Saturday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
dog_bites,2024-10-12,10-12,October,12,Saturday,9.0,Low,Number of dog bite incidents reported to DOHMH
311_unsanitary,2024-10-13,10-13,October,13,Sunday,164.0,Very Low,Number of unsanitary condition complaints to 311
watershed_wq_turbidity,2024-10-13,10-13,October,13,Sunday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
arrests,2024-10-13,10-13,October,13,Sunday,523.0,Very Low,Number of NYPD arrests
dog_bites,2024-10-13,10-13,October,13,Sunday,8.0,Very Low,Number of dog bite incidents reported to DOHMH
311_dhs,2024-10-13,10-13,October,13,Sunday,160.0,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_temperature,2024-10-13,10-13,October,13,Sunday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-10-13,10-13,October,13,Sunday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-10-13,10-13,October,13,Sunday,31517.0,Very High,Number of NYC Ferry boardings
watershed_wq_total_nitrogen,2024-10-13,10-13,October,13,Sunday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-10-13,10-13,October,13,Sunday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-10-13,10-13,October,13,Sunday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-10-13,10-13,October,13,Sunday,273.0,Medium,Number of heat and hot water complaints to 311
311_noise_street,2024-10-13,10-13,October,13,Sunday,1279.0,Very High,Number of street and sidewalk noise complaints to 311
watershed_wq_ph,2024-10-13,10-13,October,13,Sunday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
311_street_condition,2024-10-13,10-13,October,13,Sunday,81.0,Very Low,Number of street condition complaints to 311
watershed_wq_total_phosphorus,2024-10-13,10-13,October,13,Sunday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
dog_bites,2024-10-14,10-14,October,14,Monday,11.0,Medium,Number of dog bite incidents reported to DOHMH
arrests,2024-10-14,10-14,October,14,Monday,620.0,Low,Number of NYPD arrests
watershed_wq_fecal_coliform,2024-10-14,10-14,October,14,Monday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_dhs,2024-10-14,10-14,October,14,Monday,158.0,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_plankton,2024-10-14,10-14,October,14,Monday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-10-14,10-14,October,14,Monday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-10-14,10-14,October,14,Monday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_unsanitary,2024-10-14,10-14,October,14,Monday,290.0,Low,Number of unsanitary condition complaints to 311
watershed_wq_total_phosphorus,2024-10-14,10-14,October,14,Monday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_street_condition,2024-10-14,10-14,October,14,Monday,113.0,Very Low,Number of street condition complaints to 311
ferry_ridership,2024-10-14,10-14,October,14,Monday,19600.0,Medium,Number of NYC Ferry boardings
311_noise_street,2024-10-14,10-14,October,14,Monday,402.0,Medium,Number of street and sidewalk noise complaints to 311
311_heat_hotwater,2024-10-14,10-14,October,14,Monday,849.0,High,Number of heat and hot water complaints to 311
watershed_wq_dissolved_oxygen,2024-10-14,10-14,October,14,Monday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-10-14,10-14,October,14,Monday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-10-14,10-14,October,14,Monday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,2024-10-15,10-15,October,15,Tuesday,152.0,Low,Number of street condition complaints to 311
311_unsanitary,2024-10-15,10-15,October,15,Tuesday,519.0,Very High,Number of unsanitary condition complaints to 311
watershed_wq_dissolved_oxygen,2024-10-15,10-15,October,15,Tuesday,6.699999999999999,Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-10-15,10-15,October,15,Tuesday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-10-15,10-15,October,15,Tuesday,315.0,Medium,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-10-15,10-15,October,15,Tuesday,0.39,Very High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,2024-10-15,10-15,October,15,Tuesday,18667.0,Medium,Number of NYC Ferry boardings
watershed_wq_ph,2024-10-15,10-15,October,15,Tuesday,7.025,Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_noise_street,2024-10-15,10-15,October,15,Tuesday,257.0,Low,Number of street and sidewalk noise complaints to 311
watershed_wq_total_phosphorus,2024-10-15,10-15,October,15,Tuesday,31.5,Very High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
arrests,2024-10-15,10-15,October,15,Tuesday,794.0,High,Number of NYPD arrests
311_dhs,2024-10-15,10-15,October,15,Tuesday,189.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
dog_bites,2024-10-15,10-15,October,15,Tuesday,7.0,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_turbidity,2024-10-15,10-15,October,15,Tuesday,1.45,High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-10-15,10-15,October,15,Tuesday,16.1,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-10-15,10-15,October,15,Tuesday,2128.0,Very High,Number of heat and hot water complaints to 311
watershed_wq_ph,2024-10-16,10-16,October,16,Wednesday,6.9,Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_unsanitary,2024-10-16,10-16,October,16,Wednesday,445.0,Very High,Number of unsanitary condition complaints to 311
311_dhs,2024-10-16,10-16,October,16,Wednesday,211.0,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,2024-10-16,10-16,October,16,Wednesday,188.0,Medium,Number of street condition complaints to 311
arrests,2024-10-16,10-16,October,16,Wednesday,973.0,Very High,Number of NYPD arrests
dog_bites,2024-10-16,10-16,October,16,Wednesday,5.0,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_plankton,2024-10-16,10-16,October,16,Wednesday,320.0,Medium,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_noise_street,2024-10-16,10-16,October,16,Wednesday,242.0,Low,Number of street and sidewalk noise complaints to 311
watershed_wq_total_nitrogen,2024-10-16,10-16,October,16,Wednesday,0.34,High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-10-16,10-16,October,16,Wednesday,5.6,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-10-16,10-16,October,16,Wednesday,15.3,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-10-16,10-16,October,16,Wednesday,16.0,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-10-16,10-16,October,16,Wednesday,31.0,Medium,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-10-16,10-16,October,16,Wednesday,6.2,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-10-16,10-16,October,16,Wednesday,2333.0,Very High,Number of heat and hot water complaints to 311
ferry_ridership,2024-10-16,10-16,October,16,Wednesday,19110.0,Medium,Number of NYC Ferry boardings
311_street_condition,2024-10-17,10-17,October,17,Thursday,135.0,Low,Number of street condition complaints to 311
watershed_wq_fecal_coliform,2024-10-17,10-17,October,17,Thursday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-10-17,10-17,October,17,Thursday,305.0,Medium,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
dog_bites,2024-10-17,10-17,October,17,Thursday,6.0,Very Low,Number of dog bite incidents reported to DOHMH
311_noise_street,2024-10-17,10-17,October,17,Thursday,315.0,Medium,Number of street and sidewalk noise complaints to 311
arrests,2024-10-17,10-17,October,17,Thursday,828.0,High,Number of NYPD arrests
ferry_ridership,2024-10-17,10-17,October,17,Thursday,20243.0,Medium,Number of NYC Ferry boardings
watershed_wq_total_phosphorus,2024-10-17,10-17,October,17,Thursday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-10-17,10-17,October,17,Thursday,2024.0,Very High,Number of heat and hot water complaints to 311
watershed_wq_ph,2024-10-17,10-17,October,17,Thursday,6.715,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_dhs,2024-10-17,10-17,October,17,Thursday,215.0,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_nitrogen,2024-10-17,10-17,October,17,Thursday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-10-17,10-17,October,17,Thursday,7.15,Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-10-17,10-17,October,17,Thursday,14.05,Medium,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-10-17,10-17,October,17,Thursday,0.925,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_unsanitary,2024-10-17,10-17,October,17,Thursday,453.0,Very High,Number of unsanitary condition complaints to 311
watershed_wq_turbidity,2024-10-18,10-18,October,18,Friday,1.2,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-10-18,10-18,October,18,Friday,6.84,Low,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-10-18,10-18,October,18,Friday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
dog_bites,2024-10-18,10-18,October,18,Friday,7.0,Very Low,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,2024-10-18,10-18,October,18,Friday,1176.0,High,Number of heat and hot water complaints to 311
311_unsanitary,2024-10-18,10-18,October,18,Friday,347.0,Medium,Number of unsanitary condition complaints to 311
311_dhs,2024-10-18,10-18,October,18,Friday,178.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,2024-10-18,10-18,October,18,Friday,117.0,Low,Number of street condition complaints to 311
watershed_wq_total_phosphorus,2024-10-18,10-18,October,18,Friday,76.0,Very High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-10-18,10-18,October,18,Friday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-10-18,10-18,October,18,Friday,22727.0,High,Number of NYC Ferry boardings
arrests,2024-10-18,10-18,October,18,Friday,722.0,Medium,Number of NYPD arrests
watershed_wq_temperature,2024-10-18,10-18,October,18,Friday,9.5,Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-10-18,10-18,October,18,Friday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-10-18,10-18,October,18,Friday,5.0,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,2024-10-18,10-18,October,18,Friday,504.0,High,Number of street and sidewalk noise complaints to 311
watershed_wq_ph,2024-10-19,10-19,October,19,Saturday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-10-19,10-19,October,19,Saturday,597.0,Medium,Number of heat and hot water complaints to 311
311_street_condition,2024-10-19,10-19,October,19,Saturday,80.0,Very Low,Number of street condition complaints to 311
watershed_wq_fecal_coliform,2024-10-19,10-19,October,19,Saturday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_noise_street,2024-10-19,10-19,October,19,Saturday,956.0,Very High,Number of street and sidewalk noise complaints to 311
ferry_ridership,2024-10-19,10-19,October,19,Saturday,34111.0,Very High,Number of NYC Ferry boardings
dog_bites,2024-10-19,10-19,October,19,Saturday,10.0,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_turbidity,2024-10-19,10-19,October,19,Saturday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_dhs,2024-10-19,10-19,October,19,Saturday,154.0,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_nitrogen,2024-10-19,10-19,October,19,Saturday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
