source,date,mmdd,month,day,weekday,value,abundance,description
watershed_wq_total_phosphorus,2024-03-19,03-19,March,19,Tuesday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
arrests,2024-03-19,03-19,March,19,Tuesday,805.0,High,Number of NYPD arrests
311_heat_hotwater,2024-03-19,03-19,March,19,Tuesday,2290.0,Very High,Number of heat and hot water complaints to 311
watershed_wq_turbidity,2024-03-19,03-19,March,19,Tuesday,0.79,Very Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-03-19,03-19,March,19,Tuesday,5.4,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-03-19,03-19,March,19,Tuesday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-03-19,03-19,March,19,Tuesday,550.0,High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-03-19,03-19,March,19,Tuesday,12.6,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,2024-03-19,03-19,March,19,Tuesday,102.0,Very Low,Number of street and sidewalk noise complaints to 311
dog_bites,2024-03-19,03-19,March,19,Tuesday,8.0,Very Low,Number of dog bite incidents reported to DOHMH
311_dhs,2024-03-19,03-19,March,19,Tuesday,91.0,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_ph,2024-03-19,03-19,March,19,Tuesday,7.2,High,Daily median pH (SU) across NYC DEP watershed reservoirs
ferry_ridership,2024-03-19,03-19,March,19,Tuesday,14133.0,Low,Number of NYC Ferry boardings
watershed_wq_fecal_coliform,2024-03-19,03-19,March,19,Tuesday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_street_condition,2024-03-19,03-19,March,19,Tuesday,251.0,High,Number of street condition complaints to 311
watershed_wq_total_nitrogen,2024-03-20,03-20,March,20,Wednesday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
dog_bites,2024-03-20,03-20,March,20,Wednesday,15.0,Very High,Number of dog bite incidents reported to DOHMH
arrests,2024-03-20,03-20,March,20,Wednesday,850.0,Very High,Number of NYPD arrests
311_noise_street,2024-03-20,03-20,March,20,Wednesday,92.0,Very Low,Number of street and sidewalk noise complaints to 311
311_heat_hotwater,2024-03-20,03-20,March,20,Wednesday,904.0,High,Number of heat and hot water complaints to 311
watershed_wq_total_plankton,2024-03-20,03-20,March,20,Wednesday,225.0,Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_street_condition,2024-03-20,03-20,March,20,Wednesday,305.0,Very High,Number of street condition complaints to 311
watershed_wq_turbidity,2024-03-20,03-20,March,20,Wednesday,1.8,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-03-20,03-20,March,20,Wednesday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-03-20,03-20,March,20,Wednesday,4.5,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-03-20,03-20,March,20,Wednesday,12.8,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_unsanitary,2024-03-20,03-20,March,20,Wednesday,340.0,Medium,Number of unsanitary condition complaints to 311
watershed_wq_fecal_coliform,2024-03-20,03-20,March,20,Wednesday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-03-20,03-20,March,20,Wednesday,7.13,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
ferry_ridership,2024-03-20,03-20,March,20,Wednesday,14135.0,Low,Number of NYC Ferry boardings
311_dhs,2024-03-20,03-20,March,20,Wednesday,112.0,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_fecal_coliform,2024-03-21,03-21,March,21,Thursday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-03-21,03-21,March,21,Thursday,13309.0,Low,Number of NYC Ferry boardings
311_street_condition,2024-03-21,03-21,March,21,Thursday,317.0,Very High,Number of street condition complaints to 311
watershed_wq_ph,2024-03-21,03-21,March,21,Thursday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
311_noise_street,2024-03-21,03-21,March,21,Thursday,95.0,Very Low,Number of street and sidewalk noise complaints to 311
watershed_wq_temperature,2024-03-21,03-21,March,21,Thursday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_unsanitary,2024-03-21,03-21,March,21,Thursday,348.0,Medium,Number of unsanitary condition complaints to 311
watershed_wq_dissolved_oxygen,2024-03-21,03-21,March,21,Thursday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-03-21,03-21,March,21,Thursday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-03-21,03-21,March,21,Thursday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-03-21,03-21,March,21,Thursday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
arrests,2024-03-21,03-21,March,21,Thursday,787.0,High,Number of NYPD arrests
dog_bites,2024-03-21,03-21,March,21,Thursday,7.0,Very Low,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,2024-03-21,03-21,March,21,Thursday,1465.0,Very High,Number of heat and hot water complaints to 311
311_dhs,2024-03-21,03-21,March,21,Thursday,45.0,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_phosphorus,2024-03-21,03-21,March,21,Thursday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-03-22,03-22,March,22,Friday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_street_condition,2024-03-22,03-22,March,22,Friday,213.0,Medium,Number of street condition complaints to 311
311_noise_street,2024-03-22,03-22,March,22,Friday,151.0,Low,Number of street and sidewalk noise complaints to 311
311_heat_hotwater,2024-03-22,03-22,March,22,Friday,1102.0,High,Number of heat and hot water complaints to 311
311_dhs,2024-03-22,03-22,March,22,Friday,78.0,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_dissolved_oxygen,2024-03-22,03-22,March,22,Friday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-03-22,03-22,March,22,Friday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
arrests,2024-03-22,03-22,March,22,Friday,701.0,Medium,Number of NYPD arrests
watershed_wq_fecal_coliform,2024-03-22,03-22,March,22,Friday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-03-22,03-22,March,22,Friday,12479.0,Low,Number of NYC Ferry boardings
watershed_wq_total_plankton,2024-03-22,03-22,March,22,Friday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-03-22,03-22,March,22,Friday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_unsanitary,2024-03-22,03-22,March,22,Friday,335.0,Medium,Number of unsanitary condition complaints to 311
watershed_wq_temperature,2024-03-22,03-22,March,22,Friday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-03-22,03-22,March,22,Friday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
dog_bites,2024-03-22,03-22,March,22,Friday,9.0,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_turbidity,2024-03-23,03-23,March,23,Saturday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-03-23,03-23,March,23,Saturday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-03-23,03-23,March,23,Saturday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
dog_bites,2024-03-23,03-23,March,23,Saturday,11.0,Medium,Number of dog bite incidents reported to DOHMH
311_unsanitary,2024-03-23,03-23,March,23,Saturday,220.0,Low,Number of unsanitary condition complaints to 311
watershed_wq_temperature,2024-03-23,03-23,March,23,Saturday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-03-23,03-23,March,23,Saturday,936.0,High,Number of heat and hot water complaints to 311
arrests,2024-03-23,03-23,March,23,Saturday,530.0,Very Low,Number of NYPD arrests
watershed_wq_dissolved_oxygen,2024-03-23,03-23,March,23,Saturday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-03-23,03-23,March,23,Saturday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-03-23,03-23,March,23,Saturday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
311_noise_street,2024-03-23,03-23,March,23,Saturday,147.0,Low,Number of street and sidewalk noise complaints to 311
311_street_condition,2024-03-23,03-23,March,23,Saturday,131.0,Low,Number of street condition complaints to 311
311_dhs,2024-03-23,03-23,March,23,Saturday,59.0,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_plankton,2024-03-23,03-23,March,23,Saturday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-03-23,03-23,March,23,Saturday,2860.0,Very Low,Number of NYC Ferry boardings
watershed_wq_ph,2024-03-24,03-24,March,24,Sunday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-03-24,03-24,March,24,Sunday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
dog_bites,2024-03-24,03-24,March,24,Sunday,8.0,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_temperature,2024-03-24,03-24,March,24,Sunday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_unsanitary,2024-03-24,03-24,March,24,Sunday,159.0,Very Low,Number of unsanitary condition complaints to 311
ferry_ridership,2024-03-24,03-24,March,24,Sunday,12981.0,Low,Number of NYC Ferry boardings
arrests,2024-03-24,03-24,March,24,Sunday,608.0,Low,Number of NYPD arrests
watershed_wq_total_nitrogen,2024-03-24,03-24,March,24,Sunday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_dhs,2024-03-24,03-24,March,24,Sunday,51.0,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,2024-03-24,03-24,March,24,Sunday,190.0,Medium,Number of street condition complaints to 311
311_heat_hotwater,2024-03-24,03-24,March,24,Sunday,1113.0,High,Number of heat and hot water complaints to 311
311_noise_street,2024-03-24,03-24,March,24,Sunday,322.0,Medium,Number of street and sidewalk noise complaints to 311
watershed_wq_dissolved_oxygen,2024-03-24,03-24,March,24,Sunday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-03-24,03-24,March,24,Sunday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-03-24,03-24,March,24,Sunday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-03-24,03-24,March,24,Sunday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-03-25,03-25,March,25,Monday,15846.0,Low,Number of NYC Ferry boardings
watershed_wq_total_plankton,2024-03-25,03-25,March,25,Monday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-03-25,03-25,March,25,Monday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-03-25,03-25,March,25,Monday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-03-25,03-25,March,25,Monday,1002.0,High,Number of heat and hot water complaints to 311
watershed_wq_fecal_coliform,2024-03-25,03-25,March,25,Monday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
dog_bites,2024-03-25,03-25,March,25,Monday,13.0,High,Number of dog bite incidents reported to DOHMH
watershed_wq_total_nitrogen,2024-03-25,03-25,March,25,Monday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-03-25,03-25,March,25,Monday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
arrests,2024-03-25,03-25,March,25,Monday,575.0,Very Low,Number of NYPD arrests
311_noise_street,2024-03-25,03-25,March,25,Monday,200.0,Low,Number of street and sidewalk noise complaints to 311
311_street_condition,2024-03-25,03-25,March,25,Monday,242.0,High,Number of street condition complaints to 311
watershed_wq_dissolved_oxygen,2024-03-25,03-25,March,25,Monday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_dhs,2024-03-25,03-25,March,25,Monday,58.0,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_unsanitary,2024-03-25,03-25,March,25,Monday,397.0,High,Number of unsanitary condition complaints to 311
watershed_wq_ph,2024-03-25,03-25,March,25,Monday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
dog_bites,2024-03-26,03-26,March,26,Tuesday,5.0,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_dissolved_oxygen,2024-03-26,03-26,March,26,Tuesday,12.6,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_unsanitary,2024-03-26,03-26,March,26,Tuesday,390.0,High,Number of unsanitary condition complaints to 311
watershed_wq_total_phosphorus,2024-03-26,03-26,March,26,Tuesday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_dhs,2024-03-26,03-26,March,26,Tuesday,91.0,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_fecal_coliform,2024-03-26,03-26,March,26,Tuesday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-03-26,03-26,March,26,Tuesday,16496.0,Medium,Number of NYC Ferry boardings
watershed_wq_ph,2024-03-26,03-26,March,26,Tuesday,6.64,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_street_condition,2024-03-26,03-26,March,26,Tuesday,286.0,Very High,Number of street condition complaints to 311
arrests,2024-03-26,03-26,March,26,Tuesday,725.0,Medium,Number of NYPD arrests
311_heat_hotwater,2024-03-26,03-26,March,26,Tuesday,906.0,High,Number of heat and hot water complaints to 311
watershed_wq_total_nitrogen,2024-03-26,03-26,March,26,Tuesday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,2024-03-26,03-26,March,26,Tuesday,144.0,Very Low,Number of street and sidewalk noise complaints to 311
watershed_wq_temperature,2024-03-26,03-26,March,26,Tuesday,5.7,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-03-26,03-26,March,26,Tuesday,1450.0,Very High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-03-26,03-26,March,26,Tuesday,1.0,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-03-27,03-27,March,27,Wednesday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_unsanitary,2024-03-27,03-27,March,27,Wednesday,299.0,Low,Number of unsanitary condition complaints to 311
watershed_wq_ph,2024-03-27,03-27,March,27,Wednesday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-03-27,03-27,March,27,Wednesday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,2024-03-27,03-27,March,27,Wednesday,353.0,Very High,Number of street condition complaints to 311
arrests,2024-03-27,03-27,March,27,Wednesday,890.0,Very High,Number of NYPD arrests
watershed_wq_fecal_coliform,2024-03-27,03-27,March,27,Wednesday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-03-27,03-27,March,27,Wednesday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-03-27,03-27,March,27,Wednesday,793.0,High,Number of heat and hot water complaints to 311
dog_bites,2024-03-27,03-27,March,27,Wednesday,6.0,Very Low,Number of dog bite incidents reported to DOHMH
ferry_ridership,2024-03-27,03-27,March,27,Wednesday,15572.0,Low,Number of NYC Ferry boardings
watershed_wq_temperature,2024-03-27,03-27,March,27,Wednesday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-03-27,03-27,March,27,Wednesday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_dhs,2024-03-27,03-27,March,27,Wednesday,111.0,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,2024-03-27,03-27,March,27,Wednesday,162.0,Low,Number of street and sidewalk noise complaints to 311
watershed_wq_total_nitrogen,2024-03-27,03-27,March,27,Wednesday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-03-28,03-28,March,28,Thursday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-03-28,03-28,March,28,Thursday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
311_unsanitary,2024-03-28,03-28,March,28,Thursday,291.0,Low,Number of unsanitary condition complaints to 311
311_noise_street,2024-03-28,03-28,March,28,Thursday,119.0,Very Low,Number of street and sidewalk noise complaints to 311
watershed_wq_fecal_coliform,2024-03-28,03-28,March,28,Thursday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-03-28,03-28,March,28,Thursday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
ferry_ridership,2024-03-28,03-28,March,28,Thursday,11352.0,Very Low,Number of NYC Ferry boardings
watershed_wq_dissolved_oxygen,2024-03-28,03-28,March,28,Thursday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-03-28,03-28,March,28,Thursday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-03-28,03-28,March,28,Thursday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_street_condition,2024-03-28,03-28,March,28,Thursday,268.0,Very High,Number of street condition complaints to 311
watershed_wq_turbidity,2024-03-28,03-28,March,28,Thursday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_dhs,2024-03-28,03-28,March,28,Thursday,110.0,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
dog_bites,2024-03-28,03-28,March,28,Thursday,9.0,Low,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,2024-03-28,03-28,March,28,Thursday,628.0,Medium,Number of heat and hot water complaints to 311
arrests,2024-03-28,03-28,March,28,Thursday,610.0,Low,Number of NYPD arrests
311_noise_street,2024-03-29,03-29,March,29,Friday,156.0,Low,Number of street and sidewalk noise complaints to 311
watershed_wq_turbidity,2024-03-29,03-29,March,29,Friday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-03-29,03-29,March,29,Friday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-03-29,03-29,March,29,Friday,19227.0,Medium,Number of NYC Ferry boardings
311_dhs,2024-03-29,03-29,March,29,Friday,85.0,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_phosphorus,2024-03-29,03-29,March,29,Friday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-03-29,03-29,March,29,Friday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-03-29,03-29,March,29,Friday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-03-29,03-29,March,29,Friday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-03-29,03-29,March,29,Friday,716.0,High,Number of heat and hot water complaints to 311
watershed_wq_temperature,2024-03-29,03-29,March,29,Friday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
dog_bites,2024-03-29,03-29,March,29,Friday,15.0,Very High,Number of dog bite incidents reported to DOHMH
watershed_wq_dissolved_oxygen,2024-03-29,03-29,March,29,Friday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,2024-03-29,03-29,March,29,Friday,250.0,High,Number of street condition complaints to 311
arrests,2024-03-29,03-29,March,29,Friday,633.0,Low,Number of NYPD arrests
311_unsanitary,2024-03-29,03-29,March,29,Friday,238.0,Low,Number of unsanitary condition complaints to 311
311_noise_street,2024-03-30,03-30,March,30,Saturday,309.0,Medium,Number of street and sidewalk noise complaints to 311
watershed_wq_fecal_coliform,2024-03-30,03-30,March,30,Saturday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-03-30,03-30,March,30,Saturday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
dog_bites,2024-03-30,03-30,March,30,Saturday,16.0,Very High,Number of dog bite incidents reported to DOHMH
watershed_wq_turbidity,2024-03-30,03-30,March,30,Saturday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-03-30,03-30,March,30,Saturday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-03-30,03-30,March,30,Saturday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,2024-03-30,03-30,March,30,Saturday,167.0,Low,Number of street condition complaints to 311
arrests,2024-03-30,03-30,March,30,Saturday,464.0,Very Low,Number of NYPD arrests
ferry_ridership,2024-03-30,03-30,March,30,Saturday,29558.0,Very High,Number of NYC Ferry boardings
311_unsanitary,2024-03-30,03-30,March,30,Saturday,154.0,Very Low,Number of unsanitary condition complaints to 311
311_dhs,2024-03-30,03-30,March,30,Saturday,77.0,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_plankton,2024-03-30,03-30,March,30,Saturday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-03-30,03-30,March,30,Saturday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-03-30,03-30,March,30,Saturday,606.0,Medium,Number of heat and hot water complaints to 311
watershed_wq_temperature,2024-03-30,03-30,March,30,Saturday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-03-31,03-31,March,31,Sunday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
311_noise_street,2024-03-31,03-31,March,31,Sunday,526.0,High,Number of street and sidewalk noise complaints to 311
arrests,2024-03-31,03-31,March,31,Sunday,366.0,Very Low,Number of NYPD arrests
311_dhs,2024-03-31,03-31,March,31,Sunday,84.0,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_unsanitary,2024-03-31,03-31,March,31,Sunday,146.0,Very Low,Number of unsanitary condition complaints to 311
watershed_wq_total_phosphorus,2024-03-31,03-31,March,31,Sunday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
dog_bites,2024-03-31,03-31,March,31,Sunday,13.0,High,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,2024-03-31,03-31,March,31,Sunday,435.0,Medium,Number of heat and hot water complaints to 311
watershed_wq_total_nitrogen,2024-03-31,03-31,March,31,Sunday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-03-31,03-31,March,31,Sunday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,2024-03-31,03-31,March,31,Sunday,164.0,Low,Number of street condition complaints to 311
watershed_wq_total_plankton,2024-03-31,03-31,March,31,Sunday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-03-31,03-31,March,31,Sunday,22277.0,High,Number of NYC Ferry boardings
watershed_wq_turbidity,2024-03-31,03-31,March,31,Sunday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-03-31,03-31,March,31,Sunday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-03-31,03-31,March,31,Sunday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-04-01,04-01,April,1,Monday,360.0,Medium,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-04-01,04-01,April,1,Monday,735.0,High,Number of heat and hot water complaints to 311
dog_bites,2024-04-01,04-01,April,1,Monday,9.0,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_ph,2024-04-01,04-01,April,1,Monday,6.92,Low,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-04-01,04-01,April,1,Monday,0.21,Very Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-04-01,04-01,April,1,Monday,5.3,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_street_condition,2024-04-01,04-01,April,1,Monday,350.0,Very High,Number of street condition complaints to 311
watershed_wq_turbidity,2024-04-01,04-01,April,1,Monday,1.2,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-04-01,04-01,April,1,Monday,8.0,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-04-01,04-01,April,1,Monday,12.7,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
arrests,2024-04-01,04-01,April,1,Monday,567.0,Very Low,Number of NYPD arrests
watershed_wq_fecal_coliform,2024-04-01,04-01,April,1,Monday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_dhs,2024-04-01,04-01,April,1,Monday,139.0,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,2024-04-01,04-01,April,1,Monday,248.0,Low,Number of street and sidewalk noise complaints to 311
ferry_ridership,2024-04-01,04-01,April,1,Monday,12955.0,Low,Number of NYC Ferry boardings
311_unsanitary,2024-04-01,04-01,April,1,Monday,359.0,Medium,Number of unsanitary condition complaints to 311
ferry_ridership,2024-04-02,04-02,April,2,Tuesday,11492.0,Very Low,Number of NYC Ferry boardings
watershed_wq_turbidity,2024-04-02,04-02,April,2,Tuesday,2.5,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_street_condition,2024-04-02,04-02,April,2,Tuesday,294.0,Very High,Number of street condition complaints to 311
311_unsanitary,2024-04-02,04-02,April,2,Tuesday,340.0,Medium,Number of unsanitary condition complaints to 311
dog_bites,2024-04-02,04-02,April,2,Tuesday,6.0,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_dissolved_oxygen,2024-04-02,04-02,April,2,Tuesday,12.25,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
